kenteken;voertuigsoort;merk;handelsbenaming;vervaldatum_apk;datum_tenaamstelling;bruto_bpm;inrichting;aantal_zitplaatsen;eerste_kleur;tweede_kleur;aantal_cilinders;cilinderinhoud;massa_ledig_voertuig;toegestane_maximum_massa_voertuig;massa_rijklaar;maximum_massa_trekken_ongeremd;maximum_trekken_massa_geremd;datum_eerste_toelating;datum_eerste_tenaamstelling_in_nederland;wacht_op_keuren;catalogusprijs;wam_verzekerd;maximale_constructiesnelheid;aantal_deuren;aantal_wielen;afstand_hart_koppeling_tot_achterzijde_voertuig;afstand_voorzijde_voertuig_tot_hart_koppeling;lengte;breedte;europese_voertuigcategorie;technische_max_massa_voertuig;type;typegoedkeuringsnummer;variant;uitvoering;volgnummer_wijziging_eu_typegoedkeuring;vermogen_massarijklaar;wielbasis;export_indicator;openstaande_terugroepactie_indicator;taxi_indicator;maximum_massa_samenstelling;aantal_rolstoelplaatsen;maximum_ondersteunende_snelheid;jaar_laatste_registratie_tellerstand;tellerstandoordeel;code_toelichting_tellerstandoordeel;tenaamstellen_mogelijk;vervaldatum_apk_dt;datum_tenaamstelling_dt;datum_eerste_toelating_dt;datum_eerste_tenaamstelling_in_nederland_dt;hoogte_voertuig;zuinigheidsclassificatie;api_gekentekende_voertuigen_assen;api_gekentekende_voertuigen_brandstof;api_gekentekende_voertuigen_carrosserie;api_gekentekende_voertuigen_carrosserie_specifiek;api_gekentekende_voertuigen_voertuigklasse;plaats_chassisnummer;type_gasinstallatie;verticale_belasting_koppelpunt_getrokken_voertuig;registratie_datum_goedkeuring_afschrijvingsmoment_bpm;registratie_datum_goedkeuring_afschrijvingsmoment_bpm_dt;europese_voertuigcategorie_toevoeging;europese_uitvoeringcategorie_toevoeging
J944KG;Personenauto;SKODA;FABIA;20240828;20200828;3054;stationwagen;5;GRIJS;Niet geregistreerd;3;999;1036;1591;1136;560;1000;20200828;20200828;Geen verstrekking in Open Data;21885;Ja;187;4;4;0;0;426;173;M1;1591;5J;e8*2007/46*0319*07;ACDKLDX01;NFM5FM5DF0024BFN1C7A;0;0.06;246;Nee;Nee;Nee;2591;0;0.00;2020;Logisch;00;Ja;2024-08-28T00:00:00.000;2020-08-28T00:00:00.000;2020-08-28T00:00:00.000;2020-08-28T00:00:00.000;145;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J944KH;Personenauto;PEUGEOT;308;20230829;20211005;345;hatchback;5;WIT;Niet geregistreerd;3;1199;1055;1720;1155;575;1200;20150720;20200821;Geen verstrekking in Open Data;25671;Ja;;4;4;0;0;425;180;M1;1720;L;e2*2007/46*0405*04;P;HNZB-C1F000;0;0.07;262;Nee;Nee;Nee;2920;0;0.00;2022;Geen oordeel;05;Ja;2023-08-29T00:00:00.000;2021-10-05T00:00:00.000;2015-07-20T00:00:00.000;2020-08-21T00:00:00.000;;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;r. v. motorruimte;;;;;;
J944KJ;Personenauto;FORD;FIESTA;20230807;20200909;949;hatchback;5;GRIJS;Niet geregistreerd;3;998;1064;1675;1164;580;1000;20190807;20200909;Geen verstrekking in Open Data;22610;Ja;183;4;4;0;0;407;176;M1;1675;JHH;e9*2007/46*3142*11;SFJN1JX;5CDPZNABDDX;0;0.06;249;Nee;Nee;Nee;2675;0;0.00;2022;Geen oordeel;05;Ja;2023-08-07T00:00:00.000;2020-09-09T00:00:00.000;2019-08-07T00:00:00.000;2020-09-09T00:00:00.000;150;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J944KK;Personenauto;VOLKSWAGEN;T-ROC;20230722;20200922;5277;stationwagen;5;ZWART;Niet geregistreerd;4;1498;1250;1860;1350;670;1500;20190722;20200922;Geen verstrekking in Open Data;39294;Ja;205;5;4;0;0;423;182;M1;1860;A1;e13*2007/46*1845*08;DADAX0AC4;FD7FD7CW0027CP1CB;0;0.08;259;Nee;Nee;Nee;3360;0;0.00;2020;Geen oordeel;05;Ja;2023-07-22T00:00:00.000;2020-09-22T00:00:00.000;2019-07-22T00:00:00.000;2020-09-22T00:00:00.000;153;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J944KL;Personenauto;LAND ROVER;RANGE ROVER SPORT;20240827;20210708;7551;stationwagen;5;GRIJS;Niet geregistreerd;4;1997;2515;3200;2615;750;2500;20200827;20200827;Geen verstrekking in Open Data;115483;Ja;220;5;4;0;0;488;198;M1;3200;LW;e5*2007/46*1056*01;S5JM2L;A5DAC;0;0.08;292;Nee;Nee;Nee;5700;0;0.00;2022;Logisch;00;Ja;2024-08-27T00:00:00.000;2021-07-08T00:00:00.000;2020-08-27T00:00:00.000;2020-08-27T00:00:00.000;178;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J944KN;Personenauto;VOLKSWAGEN;GOLF;20230918;20201015;667;stationwagen;5;BLAUW;Niet geregistreerd;4;1395;1171;1770;1271;630;1400;20140610;20201015;Geen verstrekking in Open Data;28861;Ja;203;5;4;0;0;0;0;M1;1770;AU;e1*2007/46*0623*10;GAC4CXSAX0;FD7FD7CW001N7MJON1ML00VR2;0;0.07;262;Nee;Nee;Nee;3225;0;;2022;Geen oordeel;05;Ja;2023-09-18T00:00:00.000;2020-10-15T00:00:00.000;2014-06-10T00:00:00.000;2020-10-15T00:00:00.000;;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J944KP;Personenauto;SAAB;SAAB 9-3;;20201028;13430;cabriolet;4;ZWART;Niet geregistreerd;4;1998;85;2070;185;92;1600;20040504;20200902;Geen verstrekking in Open Data;;Ja;215;2;4;;;;;M1;2070;;;;;;0.70;268;Nee;Nee;Nee;3670;;;2021;Geen oordeel;05;Ja;;2020-10-28T00:00:00.000;2004-05-04T00:00:00.000;2020-09-02T00:00:00.000;;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J944KR;Personenauto;AUDI;AUDI S5;20230504;20210504;18293;hatchback;4;GRIJS;Niet geregistreerd;6;2995;1730;2285;1830;750;1900;20110118;20201016;Geen verstrekking in Open Data;82506;Ja;250;4;4;0;0;0;185;M1;2285;B8;e1*2001/116*0430*18;SCAKAQ1;QD7B5007R8S807MGEM0;0;0.13;282;Nee;Nee;Nee;4215;0;0.00;2022;Geen oordeel;05;Ja;2023-05-04T00:00:00.000;2021-05-04T00:00:00.000;2011-01-18T00:00:00.000;2020-10-16T00:00:00.000;;E;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J944KS;Personenauto;BMW;Z4 SDRIVE20I;20230621;20210227;8081;cabriolet;2;ZWART;Niet geregistreerd;4;1997;1370;1725;1470;;;20140306;20210227;Geen verstrekking in Open Data;53984;Ja;;2;4;0;0;424;179;M1;1725;ZR;e1*2007/46*0373*05;LL31;6H000;0;0.09;250;Nee;Nee;Nee;0;0;;2022;Geen oordeel;05;Ja;2023-06-21T00:00:00.000;2021-02-27T00:00:00.000;2014-03-06T00:00:00.000;2021-02-27T00:00:00.000;129;E;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;r. motorruimte;;;;;;
J944KV;Personenauto;SKODA;KAMIQ;;20210219;4790;hatchback;5;BLAUW;Niet geregistreerd;3;999;1151;1734;1251;620;1200;20200915;20200915;Geen verstrekking in Open Data;30035;Nee;193;4;4;0;0;424;179;M1;1734;NW;e8*2007/46*0349*05;ABCDKRFX0;NFD7FD7CW0074BFSTNK3N1A6A;0;0.07;264;Ja;Nee;Nee;2934;0;0.00;2022;Logisch;00;Nee;;2021-02-19T00:00:00.000;2020-09-15T00:00:00.000;2020-09-15T00:00:00.000;153;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J944KZ;Personenauto;PEUGEOT;108;20240831;20220720;1596;hatchback;4;WIT;Niet geregistreerd;3;998;815;1240;915;;;20200831;20200831;Geen verstrekking in Open Data;14071;Ja;160;4;4;0;0;348;162;M1;1240;P;e6*2007/46*0350*02;S;CFB7-H1B000;0;0.06;234;Nee;Nee;Nee;1240;0;0.00;2022;Logisch;00;Ja;2024-08-31T00:00:00.000;2022-07-20T00:00:00.000;2020-08-31T00:00:00.000;2020-08-31T00:00:00.000;146;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J944LB;Personenauto;VOLVO;XC40;20230327;20200911;9678;stationwagen;5;ROOD;Niet geregistreerd;4;1969;1548;2160;1648;750;1800;20190327;20200911;Geen verstrekking in Open Data;54504;Ja;210;5;4;0;0;443;187;M1;2160;X;e9*2007/46*3146*05;XZAC;XZACVD0?;0;0.08;270;Nee;Nee;Nee;3960;0;0.00;2021;Geen oordeel;05;Ja;2023-03-27T00:00:00.000;2020-09-11T00:00:00.000;2019-03-27T00:00:00.000;2020-09-11T00:00:00.000;163;E;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J944LD;Personenauto;HYUNDAI;TUCSON;20230906;20200925;4219;MPV;5;ZWART;Niet geregistreerd;4;1591;1424;2120;1524;750;1900;20170906;20200907;Geen verstrekking in Open Data;37504;Ja;;5;4;0;0;448;185;M1;2120;TLE;e11*2007/46*2724*03;F5P41;M65ZZ1;0;0.09;267;Nee;Nee;Nee;4020;0;0.00;2021;Geen oordeel;05;Ja;2023-09-06T00:00:00.000;2020-09-25T00:00:00.000;2017-09-06T00:00:00.000;2020-09-07T00:00:00.000;;E;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;r. onder voorzitting;;;;;;
J944LF;Personenauto;TOYOTA;TOYOTA YARIS;20240901;20210326;453;hatchback;5;GRIJS;Niet geregistreerd;3;1490;1060;1615;1160;450;450;20200901;20200901;Geen verstrekking in Open Data;22640;Ja;175;4;4;0;0;394;175;M1;1615;XPA1F(EU,M);e6*2007/46*0437*00;MXPH11(H);MXPH11L-BHXNBW(1A);0;0.06;256;Nee;Nee;Nee;2065;0;0.00;2022;Logisch;00;Ja;2024-09-01T00:00:00.000;2021-03-26T00:00:00.000;2020-09-01T00:00:00.000;2020-09-01T00:00:00.000;150;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J944LG;Personenauto;PEUGEOT;2008;20240904;20200904;3178;MPV;5;ROOD;Niet geregistreerd;3;1199;1163;1710;1263;630;1200;20200904;20200904;Geen verstrekking in Open Data;28342;Ja;185;4;4;0;0;430;177;M1;1710;U;e2*2007/46*0639*08;S;HNKK-R1B300;0;0.06;261;Nee;Nee;Nee;2910;0;0.00;2022;Logisch;00;Ja;2024-09-04T00:00:00.000;2020-09-04T00:00:00.000;2020-09-04T00:00:00.000;2020-09-04T00:00:00.000;155;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J944LH;Personenauto;HYUNDAI;I10;20240910;20200910;1596;hatchback;4;BLAUW;Niet geregistreerd;3;998;899;1310;999;;;20200910;20200910;Geen verstrekking in Open Data;16406;Ja;156;5;4;0;0;367;168;M1;1310;AC3;e5*2007/46*0090*01;B4P11;M51A11;0;0.05;243;Nee;Nee;Nee;0;0;0.00;2022;Logisch;00;Ja;2024-09-10T00:00:00.000;2020-09-10T00:00:00.000;2020-09-10T00:00:00.000;2020-09-10T00:00:00.000;148;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J944LJ;Personenauto;NISSAN;NISSAN QASHQAI;20230928;20201016;1674;MPV;5;ZWART;Niet geregistreerd;4;1197;1250;1860;1350;675;1200;20140829;20201016;Geen verstrekking in Open Data;30872;Ja;185;4;4;0;0;438;181;M1;1860;J11;e11*2007/46*0963*01;D;D01;0;0.06;265;Nee;Nee;Nee;3060;0;0.00;2022;Geen oordeel;05;Ja;2023-09-28T00:00:00.000;2020-10-16T00:00:00.000;2014-08-29T00:00:00.000;2020-10-16T00:00:00.000;159;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;r. schutbord;;;;;;
J944LK;Personenauto;KIA;STONIC;20240908;20200908;4790;stationwagen;5;GRIJS;Niet geregistreerd;3;998;1080;1640;1180;450;1000;20200908;20200908;Geen verstrekking in Open Data;23780;Ja;182;5;4;0;0;414;176;M1;1640;YB;e5*2007/46*1077*02;C5P11;M54CZ1;0;0.06;258;Nee;Nee;Nee;2640;0;0.00;2020;Logisch;00;Ja;2024-09-08T00:00:00.000;2020-09-08T00:00:00.000;2020-09-08T00:00:00.000;2020-09-08T00:00:00.000;151;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J944LL;Personenauto;BMW;M8 COMPETITION;20230711;20200904;32049;cabriolet;4;BRUIN;Niet geregistreerd;8;4395;1985;2440;2085;;;20190711;20200904;Geen verstrekking in Open Data;252292;Ja;305;2;4;0;0;487;191;M1;2440;F8CM;e1*2007/46*2019*00;DZ01;DAW4E0V0;0;0.22;283;Nee;Nee;Nee;0;0;0.00;2022;Geen oordeel;05;Ja;2023-07-11T00:00:00.000;2020-09-04T00:00:00.000;2019-07-11T00:00:00.000;2020-09-04T00:00:00.000;135;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J944LN;Personenauto;BMW;330E;20240923;20220118;982;stationwagen;5;ZWART;Niet geregistreerd;4;1998;1805;2355;1905;750;1500;20200923;20200923;Geen verstrekking in Open Data;74655;Ja;230;4;4;0;0;471;183;M1;2355;G3K;e1*2007/46*2017*03;6N31;IAW50700;0;0.07;285;Nee;Nee;Nee;3855;0;0.00;2022;Logisch;00;Ja;2024-09-23T00:00:00.000;2022-01-18T00:00:00.000;2020-09-23T00:00:00.000;2020-09-23T00:00:00.000;144;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J944LP;Personenauto;BMW;330I;20230924;20201010;4415;sedan;5;ZWART;Niet geregistreerd;4;1998;1445;2060;1545;750;1600;20190924;20201002;Geen verstrekking in Open Data;65486;Ja;250;4;4;0;0;471;183;M1;2060;G3L;e1*2007/46*1947*02;5R11;DAW500T0;0;0.12;285;Nee;Nee;Nee;3660;0;0.00;2021;Geen oordeel;05;Ja;2023-09-24T00:00:00.000;2020-10-10T00:00:00.000;2019-09-24T00:00:00.000;2020-10-02T00:00:00.000;144;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J944LR;Personenauto;VOLVO;XC40;20240910;20200910;8458;stationwagen;5;WIT;Niet geregistreerd;3;1477;1525;2120;1625;750;1600;20200910;20200910;Geen verstrekking in Open Data;44280;Ja;180;5;4;0;0;443;187;M1;2120;X;e9*2007/46*3146*08;XZL4;XZL4VD0?;0;0.06;270;Nee;Nee;Nee;3720;0;0.00;2021;Logisch;00;Ja;2024-09-10T00:00:00.000;2020-09-10T00:00:00.000;2020-09-10T00:00:00.000;2020-09-10T00:00:00.000;163;D;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J944LS;Personenauto;KIA;PICANTO;20230727;20210829;904;MPV;5;ZWART;Niet geregistreerd;4;1248;825;1370;925;400;700;20120718;20201214;Geen verstrekking in Open Data;11093;Ja;171;2;4;0;0;360;160;M1;1370;TA;e4*2007/46*0256*04;F5P41;M52BY1;0;0.07;239;Nee;Nee;Nee;2070;0;0.00;2022;Geen oordeel;05;Ja;2023-07-27T00:00:00.000;2021-08-29T00:00:00.000;2012-07-18T00:00:00.000;2020-12-14T00:00:00.000;148;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J944LT;Personenauto;OPEL;MOKKA;20230914;20200916;8199;MPV;5;WIT;Niet geregistreerd;4;1364;1309;1843;1409;500;1200;20150608;20200916;Geen verstrekking in Open Data;30766;Ja;191;4;4;0;0;428;176;M1;1843;J-A;e4*2007/46*0537*11;JMXXFXX;N44PDXHYUUB;0;0.07;256;Nee;Nee;Nee;3043;0;0.00;2022;Geen oordeel;05;Ja;2023-09-14T00:00:00.000;2020-09-16T00:00:00.000;2015-06-08T00:00:00.000;2020-09-16T00:00:00.000;;E;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J944LV;Personenauto;CITROEN;C3;20240915;20220207;3798;hatchback;5;BLAUW;Niet geregistreerd;3;1199;955;1540;1055;450;450;20200915;20200915;Geen verstrekking in Open Data;22260;Ja;169;4;4;0;0;400;175;M1;1540;S;e2*2007/46*0003*62;XHMR;V/AAFS;0;0.06;254;Nee;Nee;Nee;1990;0;0.00;2022;Logisch;00;Ja;2024-09-15T00:00:00.000;2022-02-07T00:00:00.000;2020-09-15T00:00:00.000;2020-09-15T00:00:00.000;149;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J944LX;Personenauto;VOLKSWAGEN;SHARAN;20230831;20200908;11780;MPV;7;GRIJS;Niet geregistreerd;4;1968;1741;2550;1841;750;2200;20150814;20200908;Geen verstrekking in Open Data;60115;Ja;215;5;4;;;;190;M1;2550;7N;e1*2007/46*0401*11;CUWAX0AF;FM6FM6A60037MM7VR2VW64;0;0.07;292;Nee;Ja;Nee;4795;;;2022;Geen oordeel;05;Ja;2023-08-31T00:00:00.000;2020-09-08T00:00:00.000;2015-08-14T00:00:00.000;2020-09-08T00:00:00.000;;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;r. schroefveerkoker;;;;;;
J944LZ;Personenauto;KIA;NIRO;20240916;20200916;2310;stationwagen;5;ZWART;Niet geregistreerd;4;1580;1390;1930;1490;600;1300;20200916;20200916;Geen verstrekking in Open Data;34095;Ja;162;5;4;0;0;436;181;M1;1930;DE;e4*2007/46*1139*08;C5P11;D61CY1;0;0.05;270;Nee;Nee;Nee;3230;0;0.00;2020;Logisch;00;Ja;2024-09-16T00:00:00.000;2020-09-16T00:00:00.000;2020-09-16T00:00:00.000;2020-09-16T00:00:00.000;154;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J944NB;Personenauto;MINI;CLUBMAN COOPER S;20240922;20200925;2310;stationwagen;5;ZWART;Niet geregistreerd;4;1998;1365;1960;1465;720;1300;20171218;20200925;Geen verstrekking in Open Data;52998;Ja;;4;4;0;0;425;180;M1;1960;FMK;e1*2007/46*1683*02;LN71;6A2500C0;0;0.10;267;Nee;Nee;Nee;3335;0;0.00;2022;Geen oordeel;05;Ja;2024-09-22T00:00:00.000;2020-09-25T00:00:00.000;2017-12-18T00:00:00.000;2020-09-25T00:00:00.000;144;D;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;r. motorruimte;;;;;;
J944ND;Personenauto;MERCEDES-BENZ;AMG G 63;20240728;20200910;61500;stationwagen;5;ZWART;Niet geregistreerd;8;3982;2460;3200;2560;750;3500;20200728;20200910;Geen verstrekking in Open Data;261078;Ja;220;5;4;0;0;0;0;M1;3200;463A;e1*2007/46*1830*05;C78FT1;CZAA050A;0;0.17;289;Nee;Nee;Nee;6700;0;0.00;2020;Geen oordeel;05;Ja;2024-07-28T00:00:00.000;2020-09-10T00:00:00.000;2020-07-28T00:00:00.000;2020-09-10T00:00:00.000;;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
J944NF;Personenauto;FORD;GRAND C-MAX;20230923;20210923;1938;stationwagen;5;ZWART;Niet geregistreerd;3;999;1393;2150;1493;745;900;20160321;20210923;Geen verstrekking in Open Data;29694;Ja;;4;4;0;0;452;183;M1;2150;DXA;e13*2007/46*1103*17;M1DD1W;5JC4NF;0;0.06;279;Nee;Nee;Nee;3050;0;0.00;2021;Geen oordeel;05;Ja;2023-09-23T00:00:00.000;2021-09-23T00:00:00.000;2016-03-21T00:00:00.000;2021-09-23T00:00:00.000;;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;r. bodemplaat by voorzitting;;;;;;
J944NG;Personenauto;VOLVO;XC70;20230910;20200914;13812;stationwagen;5;BLAUW;Niet geregistreerd;5;2521;1689;2220;1789;750;1800;20050408;20200914;Geen verstrekking in Open Data;;Ja;200;4;4;;;476;186;M1;2220;;;;;;0.09;276;Nee;Nee;Nee;4020;;;2022;Geen oordeel;05;Ja;2023-09-10T00:00:00.000;2020-09-14T00:00:00.000;2005-04-08T00:00:00.000;2020-09-14T00:00:00.000;;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;G3 gasinstallatie;;;;;
J944NH;Personenauto;MAZDA;MAZDA CX-3;20240911;20210410;4914;stationwagen;5;BLAUW;Niet geregistreerd;4;1998;1159;1692;1259;625;1200;20200911;20200911;Geen verstrekking in Open Data;25749;Ja;192;4;4;0;0;428;177;M1;1692;DJ1;e1*2007/46*1335*23;6WE;6NW01;0;0.07;257;Nee;Nee;Nee;2892;0;0.00;2021;Logisch;00;Ja;2024-09-11T00:00:00.000;2021-04-10T00:00:00.000;2020-09-11T00:00:00.000;2020-09-11T00:00:00.000;154;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;
